1692;;2012-12-20 11:00:21.763
1561;Основы САПР;2012-05-14 15:06:00.890
1287;Основы САПР и программные статистические комплексы;2012-05-14 15:05:01.327
1339;Основы сварочного производства;2012-05-14 15:05:03.640
1848;Основы систем управления ресурсами предприятия;2013-10-31 12:46:19.127
1690;Основы системного программного обеспечения;2012-12-18 16:08:18.983
1778;Основы теории катализа;2013-03-12 12:04:01.510
1506;Основы теории надёжности и диагностика;2012-05-14 15:05:15.030
1898;Основы теории отраслевых рынков;2013-12-19 10:58:31.763
1410;Основы теории управления;2012-05-14 15:05:06.060
1178;Основы теории цифровых систем управления;2012-05-03 13:19:17.143
1674;Основы теплотехнических измерений;2012-11-26 12:21:16.033
1438;Основы термодинамики и кинетики синтеза ВМС;2012-05-14 15:05:07.903
1802;Основы технической эксплуатации, обслуживания и ремонта;2013-04-09 13:48:26.277
1815;Основы технического регулирования;2013-04-16 12:39:01.183
1396;Основы технической эксплуатации автомобилей;2012-05-14 15:05:05.717
1935;Основы технической эксплуатации. Обслуживание и ремонт;2014-03-18 18:14:23.330
1327;Основы технологии машиностроения;2012-05-14 15:05:03.093
1939;Основы технологии производства и ремонта;2014-04-04 14:48:06.910
1336;Основы технологии производства и ремонта автомобилей;2012-05-14 15:05:03.547
1348;Основы технологической эксплуатации автомобилей;2012-05-14 15:05:04.000
1457;Основы трансляции;2012-05-14 15:05:10.390
1799;Основы трудового права;2013-04-08 16:18:14.943
1742;Основы управления разработкой программных систем;2013-01-22 15:25:20.663
1518;Основы хозяйственного права;2012-05-14 15:05:17.250
1899;Основы экономики и управления производством;2013-12-19 11:01:32.873
1229;Основы электронной коммерции;2012-05-14 15:04:59.437
1216;Отечественная история;2012-05-14 15:04:59.327
1664;Оформление и представление магистерских диссертаций;2012-07-19 09:41:32.520
1197;Оценка бизнеса;2012-05-14 15:00:02.827
1716;Пакеты прикладных инженерных программ;2012-12-27 18:28:40.943
1521;Патентоведение;2012-05-14 15:05:18.047
1607;Педагогика и психология высшей школы;2012-05-14 15:06:52.247
1542;Периферийные устройства;2012-05-14 15:05:29.607
1599;Планирование и организация эксперимента (КР);2012-05-14 15:06:51.030
1262;Планирование на предприятии;2012-05-14 15:05:00.327
1176;Планирование эксперимента;2012-05-03 12:38:38.753
1442;Поверхностные явления и дисперсные системы;2012-05-14 15:05:08.547
1820;Подъёмно-транспортное оборудование;2013-04-23 16:28:53.470
1210;Политология;2012-05-14 15:00:03.013
1753;Право;2013-01-29 16:29:26.587
1256;Правоведение;2012-05-14 15:05:00.123
1858;Правовое обеспечение отрасли;2013-12-02 15:41:00.003
1258;Правовые основы;2012-05-14 15:05:00.123
1559;Прикладная математическая статистика;2012-05-14 15:05:59.390
1355;Прикладная механика;2012-05-14 15:05:04.123
1723;Прикладная механика (детали машин);2013-01-10 15:44:08.280
1710;Прикладная механика (сопромат);2012-12-24 15:52:33.193
1471;Прикладная теория упругости;2012-05-14 15:05:11.903
1851;Прикладная теория упругости и пластичности;2013-11-18 10:45:29.243
1528;Прикладные научные исследования;2012-05-14 15:05:20.263
1737;Применение математической физики;2013-01-21 14:21:34.523
1475;Применение ЭВМ в химической технологии;2012-05-14 15:05:12.530
1704;Программирование;2012-12-22 18:46:35.240
1308;Программирование и основы алгоритмизации;2012-05-14 15:05:02.140
1306;Программирование на языке высокого уровня. Алгоритмические языки;2012-05-14 15:05:02.140
1647;Программное обеспечение систем управления;2012-06-07 10:45:46.510
1468;Программное управление системами автоматизации;2012-05-14 15:05:11.827
1671;Программные средства обработки экспериментальных данных;2012-09-21 15:47:03.803
1495;Программные статистические комплексы;2012-05-14 15:05:13.653
1527;Проектирование автоматизированных систем;2012-05-14 15:05:19.810
1332;Проектирование авторемонтных предприятий;2012-05-14 15:05:03.513
1318;Проектирование АСОИУ;2012-05-14 15:05:02.530
1702;Проектирование единого информационного пространства виртуальных предприятий;2012-12-22 12:21:07.037
1652;Проектирование и исследование специальных методов обработки;2012-06-19 13:23:27.780
1934;Проектирование и разработка программного обеспечения;2014-03-18 10:41:47.627
1544;Проектирование машиностроительных производств;2012-05-14 15:05:35.170
1333;Проектирование предприятий автомобильного транспорта;2012-05-14 15:05:03.513
1801;Проектирование предприятий химических  производств;2013-04-09 13:15:04.100
1526;Проектирование производств и предприятий химической промышленности;2012-05-14 15:05:19.687
1181;Проектирование систем автоматизации;2012-05-11 12:21:49.310
1818;Проектирование человеко-машинного интерфейса;2013-04-23 14:00:39.403
1531;Проектирование эксплуатационных предприятий;2012-05-14 15:05:21.013
1900;Производственная логистика;2013-12-19 11:31:49.263
1602;Производственная практика;2012-05-14 15:06:51.590
1901;Производственная стратегия предприятия;2013-12-19 11:40:40.920
1878;Производственно-техническая база автотранспортных предприятий;2013-12-17 14:19:52.327
1272;Производственный менеджмент;2012-05-14 15:05:00.717
1302;Промышленная экология;2012-05-14 15:05:01.920
1499;Промышленные контроллеры;2012-05-14 15:05:14.373
1644;Промышленные контроллеры и языки программирования МЭК;2012-05-22 14:55:23.900
1259;Профессиональная этика;2012-05-14 15:05:00.200
1807;Процессы и аппараты защиты окружающей среды;2013-04-10 13:08:09.167
1483;Процессы и аппараты химических и пищевых производств;2012-05-14 15:05:12.797
1382;Процессы и аппараты химической технологии;2012-05-14 15:05:05.060
1673;Процессы и операции формообразования;2012-11-12 16:26:57.393
1795;Процессы массопереноса в системах с участием твёрдой фазы;2013-04-08 14:52:11.490
1712;Психология;2012-12-25 11:49:54.083
1228;Психология и педагогика;2012-05-14 15:04:59.420
1227;Психология профессиональной деятельности;2012-05-14 15:04:59.403
1334;Пусковые качества ДВС. Топливные системы современных и перспективных ДВС;2012-05-14 15:05:03.530
1739;Развитие и современное состояние автомобильного транспорта;2013-01-22 14:21:34.460
1629;Развитие и современное состояние мировой автомобилизации;2012-05-14 15:09:33.217
1223;Разработка управленческих решений;2012-05-14 15:04:59.373
1830;Разработка эргономичных программных систем;2013-04-29 15:38:46.540
1650;Распределённые компьютерные информационно-управляющие системы;2012-06-13 11:37:50.997
1480;Расчёт и конструирование изделий и форм;2012-05-14 15:05:12.733
1547;Расчёт и конструирование оборудования;2012-05-14 15:05:45.047
1657;Расчёт, моделирование и конструирование оборудования с компьтерным управлением;2012-07-03 18:41:40.377
1509;Региональная экономика;2012-05-14 15:05:15.500
1535;Режущий инструмент;2012-05-14 15:05:23.263
1384;Резание материалов;2012-05-14 15:05:05.077
1780;Резины со специальными свойствами;2013-03-28 11:38:43.563
1853;Реология материалов;2013-11-19 13:39:20.557
1902;Реструктуризация предприятий;2013-12-19 13:27:34.717
1447;Ресурсосберегающие технологии в промышленности;2012-05-14 15:05:09.750
1338;Ресурсосбережение при проведении ТО и ремонта;2012-05-14 15:05:03.560
1741;Рецептуростроение полимерных композиций;2013-01-22 15:16:42.520
1254;Русский язык и культура речи;2012-05-14 15:05:00.060
1903;Рынок ценных бумаг;2013-12-19 13:39:02.390
1288;САПР технологических процессов;2012-05-14 15:05:01.327
1290;САПР технологической оснастки;2012-05-14 15:05:01.357
1940;Сертификация и лицензирование на транспорте;2014-04-07 12:08:34.770
1314;Сетевые технологии;2012-05-14 15:05:02.310
1728;Сети и телекоммуникации;2013-01-15 11:11:37.950
1313;Сети ЭВМ и телекоммуникации;2012-05-14 15:05:02.310
1190;Системное программное обеспечение;2012-05-14 15:00:02.687
1459;Системный анализ;2012-05-14 15:05:10.547
1461;Системный анализ процессов;2012-05-14 15:05:10.560
1460;Системный анализ процессов химической технологии;2012-05-14 15:05:10.547
1854;Системный анализ химико-технологических процессов;2013-11-19 14:37:01.587
1289;Системы CAD;2012-05-14 15:05:01.343
1941;Системы CAD/CAM/CAE;2014-04-21 13:23:15.093
1291;Системы автоматизированного проектирования;2012-05-14 15:05:01.357
1643;Системы визуального моделирования;2012-05-17 11:59:11.250
1378;Системы искусственного интеллекта;2012-05-14 15:05:05.000
1594;Системы качества;2012-05-14 15:06:50.513
1708;Системы компьютерной математики;2012-12-24 15:01:27.663
1405;Системы реального времени;2012-05-14 15:05:06.030
1765;Системы управления знаниями;2013-02-05 12:48:43.030
1513;Системы управления химико-технологическими процессами;2012-05-14 15:05:16.153
1486;Ситуационный анализ;2012-05-14 15:05:12.967
1507;Современные и перспективные электронные системы автомобилей;2012-05-14 15:05:15.107
1829;Современные интернет-технологии;2013-04-29 15:03:47.193
1904;Современные методы экономического анализа;2013-12-19 13:41:18.147
1668;Современные проблемы инструментального обеспечения МП;2012-07-23 14:08:47.437
1654;Современные проблемы науки в машиностроении;2012-07-03 12:04:28.983
1598;Современные проблемы химической технологии;2012-05-14 15:06:50.793
1625;Современные проблемы экономической науки;2012-05-14 15:09:09.480
1905;Современные технологии управления;2013-12-19 13:42:21.743
1470;Сопротивление материалов;2012-05-14 15:05:11.903
1214;Социология;2012-05-14 15:04:59.263
1603;Спецглавы математики;2012-05-14 15:06:51.607
1755;Спецглавы общей и неорганической химии;2013-01-30 10:59:28.560
1746;Спецглавы физики;2013-01-24 11:58:24.900
1825;Специализиров подвижной состав;2013-04-26 14:25:38.507
1635;Специальная технология;2012-05-14 15:10:47.547
1837;Специальные процессы в ХТ, НХ и БТ;2013-05-16 17:14:11.693
1548;Специальные процессы химической технологии;2012-05-14 15:05:45.047
1576;Специальные технологии;2012-05-14 15:06:45.187
1932;Спецификация, архитектура и проектирование программных систем;2014-02-20 11:50:22.263
1307;Спецкурс по языкам программирования;2012-05-14 15:05:02.140
1257;Справочно-правовые системы;2012-05-14 15:05:00.123
1767;Средства автоматизации и управления;2013-02-07 11:21:14.113
1782;Стабилизация эластомерных материалов;2013-04-02 11:58:39.890
1665;Стандартизация при подготовке и оформлении научных документов;2012-07-20 08:51:34.957
1419;Станки с ЧПУ и автоматические линии;2012-05-14 15:05:06.263
1239;Статистика;2012-05-14 15:04:59.607
1651;Статистическая обработка экспериментальных данных;2012-06-15 10:48:04.043
1584;Статистические методы контроля и управления качеством;2012-05-14 15:06:48.373
1666;Статистические методы контроля качества;2012-07-20 15:51:24.410
1907;Стратегический маркетинг;2013-12-20 10:20:42.463
1208;Стратегический менеджмент;2012-05-14 15:00:02.967
1908;Страхование;2013-12-20 10:47:42.980
1236;Страховое дело;2012-05-14 15:04:59.577
1440;Структура и свойства полимерных композиций;2012-05-14 15:05:07.920
1354;Теоретическая механика;2012-05-14 15:05:04.107
1787;Теоретические и экспериментальные методы исследования в химии;2013-04-03 11:54:09.020
1472;Теоретические основы автоматизированного управления;2012-05-14 15:05:12.513
1430;Теоретические основы переработки полимеров;2012-05-14 15:05:07.000
1944;Теоретические основы переработки термо- и реактопластов;2014-04-23 11:37:38.977
1844;Теоретические основы переработки эластомеров;2013-07-17 12:57:58.053
1520;Теоретические основы ресурсосбережения;2012-05-14 15:05:17.297
1325;Теоретические основы технологических процессов;2012-05-14 15:05:03.060
1454;Теоретические основы электротехники;2012-05-14 15:05:10.093
1519;Теоретические основы энерго- и ресурсосбережения в химической технологии;2012-05-14 15:05:17.280
1618;Теория автоматизированного управления;2012-05-14 15:08:46.140
1473;Теория автоматического управления;2012-05-14 15:05:12.513
1372;Теория вероятностей и массового обслуживания. Статистика;2012-05-14 15:05:04.903
1743;Теория вероятностей и математическая статистика;2013-01-23 15:21:09.323
1371;Теория вероятностей, математическая статистика и случайные процессы;2012-05-14 15:05:04.903
1479;Теория и методика преподавания технических дисциплин;2012-05-14 15:05:12.640
1580;Теория кризисного управления;2012-05-14 15:06:47.467
1909;Теория менеджмента;2013-12-20 10:55:01.417
1357;Теория механизмов и машин;2012-05-14 15:05:04.123
1221;Теория организации и организационное поведение;2012-05-14 15:04:59.373
1632;Теория отраслевых рынков;2012-05-14 15:10:45.170
1910;Теория отраслевых рынков (продвинутый курс);2013-12-20 10:56:36.307
1539;Теория планирования эксперимента;2012-05-14 15:05:25.467
1491;Теория принятия решений;2012-05-14 15:05:13.547
1469;Теория систем;2012-05-14 15:05:11.857
1353;Тепловые процессы;2012-05-14 15:05:04.077
1351;Теплотехника;2012-05-14 15:05:04.077
1352;Теплотехника и теплотехническое оборудование транспортных средств и автопредприятий;2012-05-14 15:05:04.077
1812;Теплотехника и транспортная энергетика;2013-04-11 14:45:33.540
1532;Термодинамика;2012-05-14 15:05:22.420
1827;Тестирование и отладка программного обеспечения;2013-04-29 11:32:33.130
1798;Техника транспорта и транспортные средства. Расчёт автомобилей;2013-04-08 15:47:13.850
1744;Техника транспорта и транспортные средства;2013-01-23 15:27:48.447
1816;Техника транспорта и транспортные средства. Теория автомобиля;2013-04-17 10:08:05.000
1640;Техника эксперимента;2012-05-15 10:45:39.967
1350;Техническая термодинамика и теплотехника;2012-05-14 15:05:04.060
1573;Техническая физика и механика полимеров;2012-05-14 15:06:34.997
1578;Техническая эксплуатация автомобилей;2012-05-14 15:06:46.480
1399;Техническая эксплуатация автомобилей, оборудованных компьютерами и со встроенной диагностикой;2012-05-14 15:05:05.733
1347;Техническая эксплуатация автомобилей, работающих на альтернативных видах топлива;2012-05-14 15:05:03.920
1933;Техническая эксплуатация автомобилей. Текущий ремонт;2014-03-11 11:37:16.590
1409;Технические измерения и приборы;2012-05-14 15:05:06.047
1416;Технические средства автоматизации;2012-05-14 15:05:06.250
1648;Технические средства автоматизации и управления;2012-06-07 11:32:05.963
1185;Технические средства информационных систем;2012-05-11 13:22:54.433
1279;Технический анализ и контроль производства;2012-05-14 15:05:00.983
1312;Технологии программирования;2012-05-14 15:05:02.250
1587;Технологическая оснастка;2012-05-14 15:06:49.153
1406;Технологические измерения и производства;2012-05-14 15:05:06.030
1789;Технологические методы обеспечения качества;2013-04-04 17:09:17.677
1796;Технологические процессы автоматизированных проиводств;2013-04-08 15:04:46.960
1326;Технологические процессы в машиностроении;2012-05-14 15:05:03.093
1482;Технологические процессы и оборудование в промышленности;2012-05-14 15:05:12.780
1474;Технологические процессы и производства;2012-05-14 15:05:12.513
1441;Технологические процессы переработки пластмасс и эластомеров;2012-05-14 15:05:07.937
1646;Технологические процессы специализированных производств;2012-06-01 12:53:25.210
1337;Технологические процессы ТО, ремонта и диагностики автомобилей;2012-05-14 15:05:03.547
1546;Технологические процессы химической промышленности;2012-05-14 15:05:45.047
1655;Технологическое обеспечение качества;2012-07-03 15:44:42.230
1524;Технологическое оборудование химической промышленности ;2012-05-14 15:05:18.640
1835;Технология восстановления деталей;2013-05-07 12:17:57.550
1945;Технология восстановления деталей машин;2014-04-23 11:41:33.083
1570;Технология изготовления изделий на основе эластомеров;2012-05-14 15:06:15.450
1572;Технология изготовления режущего инструмента;2012-05-14 15:06:21.403
1828;Технология командной разработки программных систем;2013-04-29 11:55:12.117
1212;Технология конструкционных материалов;2012-05-14 15:00:03.043
1211;Технология машиностроения;2012-05-14 15:00:03.030
1428;Технология мономеров для ВМС;2012-05-14 15:05:06.983
1553;Технология обработки на станках с ЧПУ;2012-05-14 15:05:53.640
1628;Технология обработки неметаллических композиционных материалов;2012-05-14 15:09:26.543
1563;Технология очистки и рекуперации промышленных выбросов;2012-05-14 15:06:06.687
1565;Технология очистки и рекуперации промышленных отходов;2012-05-14 15:06:13.340
1444;Технология переработки отходов в резиновой промышленности;2012-05-14 15:05:09.030
1202;Технология переработки полимеров;2012-05-14 15:00:02.873
1596;Технология разработки стандартов и нормативной документации;2012-05-14 15:06:50.607
1437;Технология химических волокон;2012-05-14 15:05:07.873
1324;Технология химических производств;2012-05-14 15:05:03.047
1847;Технология шлифования;2013-10-22 13:05:58.753
1481;Технология шлифования материалов;2012-05-14 15:05:12.750
1735;Типы и структуры данных;2013-01-19 13:43:55.807
1911;Товарные рынки;2013-12-20 10:57:12.743
1697;Транспортное право;2012-12-21 12:34:19.677
1398;Транспортно-эксплуатационные качества автомобильных дорог и городских улиц;2012-05-14 15:05:05.717
1496;ТСА. Первичные преобразователи;2012-05-14 15:05:14.357
1498;ТСА. Промышленные контролеры;2012-05-14 15:05:14.373
1497;ТСА. Специальные исполнительные механизмы;2012-05-14 15:05:14.373
1766;Управление в автоматизированном производстве;2013-02-06 13:04:11.863
1529;Управление затратами;2012-05-14 15:05:20.607
1638;Управление инновационными проектами;2012-05-14 15:10:47.950
1936;Управление инновациями;2014-03-22 11:57:30.857
1913;Управление капиталом предприятия;2013-12-20 11:02:39.540
1278;Управление качеством;2012-05-14 15:05:00.983
1938;Управление качеством на предприятии нефтегазохимического комплекса;2014-03-31 10:49:56.320
1280;Управление качеством технологических процессов в промышленности;2012-05-14 15:05:00.983
1246;Управление персоналом;2012-05-14 15:04:59.717
1597;Управление производством;2012-05-14 15:06:50.670
1476;Управление системами и процессами;2012-05-14 15:05:12.530
1914;Управление снабжением и сбытом;2013-12-20 11:19:39.917
1915;Управление стоимостью бизнеса;2013-12-20 11:26:26.183
1477;Управление техническими системами;2012-05-14 15:05:12.530
1247;Управление трудовыми ресурсами предприятий автомобильного транспорта;2012-05-14 15:04:59.717
1218;Управление финансами;2012-05-14 15:04:59.343
1582;Управление человеческими ресурсами;2012-05-14 15:06:47.810
1839;Устройство и обслуживание автоматических климатических установок;2013-06-04 14:56:14.497
1850;Учёт и анализ;2013-11-11 13:45:32.960
1331;Физика;2012-05-14 15:05:03.170
1814;Физика полимеров;2013-04-16 11:52:23.073
1689;Физико-химические методы анализа;2012-12-17 15:06:23.780
1431;Физико-химические основы переработки ВМС;2012-05-14 15:05:07.000
1842;Физико-химия растворов полимеров;2013-07-16 13:05:24.753
1203;Физическая культура;2012-05-14 15:00:02.890
1359;Физическая органическая химия;2012-05-14 15:05:04.187
1358;Физическая химия;2012-05-14 15:05:04.170
1408;Физические основы измерений;2012-05-14 15:05:06.030
1701;Физические основы измерений и эталоны;2012-12-21 17:40:23.083
1299;Философия;2012-05-14 15:05:01.780
1586;Философские вопросы естествознания и технических наук;2012-05-14 15:06:48.700
1636;Философские проблемы науки и техники;2012-05-14 15:10:47.827
1916;Финансовое планирование и бюджетирование;2013-12-20 12:00:55.183
1917;Финансовый анализ;2013-12-20 12:18:25.713
1207;Финансовый менеджмент;2012-05-14 15:00:02.967
1918;Финансы;2013-12-20 12:36:07.027
1217;Финансы и кредит;2012-05-14 15:04:59.343
1919;Финансы предприятий;2013-12-20 12:42:19.463
1514;Химико-технологические системы;2012-05-14 15:05:16.153
1615;Химическая модификация полимерных материалов;2012-05-14 15:07:59.247
1401;Химическая технология органических веществ;2012-05-14 15:05:05.780
1800;Химические реакторы;2013-04-08 19:05:24.397
1533;Химическое сопротивление материалов и защита от коррозии;2012-05-14 15:05:23.200
1344;Химия;2012-05-14 15:05:03.780
1928;Химия биополимеров;2013-12-25 17:27:46.400
1764;Химия и технология полимерных покрытий;2013-02-05 11:56:57.120
1810;Химия и технология полимеров;2013-04-10 16:43:17.120
1434;Химия и физика полимеров;2012-05-14 15:05:07.857
1435;Химия и физика полимеров со спец. свойствами;2012-05-14 15:05:07.857
1752;Химия нефти;2013-01-28 15:17:38.323
1445;Химия окружающей среды;2012-05-14 15:05:09.060
1443;Химия пищи;2012-05-14 15:05:08.950
1813;Химия полимеров;2013-04-15 14:14:18.150
1781;Химия циклических и гетероциклических соединений;2013-04-01 13:54:53.343
1740;Хозяйственное право;2013-01-22 14:27:07.973
1682;Хранение и защита компьютерной информации;2012-12-11 16:37:38.890
1310;Цифровая обработка сигнала;2012-05-14 15:05:02.217
1653;Цифровые системы автоматизации и управления;2012-06-20 12:10:45.747
1920;Частно-государственное партнёрство и социальная ответственность бизнеса;2013-12-20 12:59:10.603
1931;Экологические основы качества;2014-02-13 13:52:24.477
1321;Экологические проблемы автомобильного транспорта;2012-05-14 15:05:02.903
1555;Экологические системы качества;2012-05-14 15:05:54.480
1921;Экологический менеджмент и аудит;2013-12-20 12:59:52.590
1300;Экология;2012-05-14 15:05:01.920
1557;Эконометрика;2012-05-14 15:05:58.327
1558;Эконометрика (продвинутый курс);2012-05-14 15:05:58.327
1260;Экономика;2012-05-14 15:05:00.217
1205;Экономика автотранспортного предприятия;2012-05-14 15:00:02.920
1240;Экономика и управление производством;2012-05-14 15:04:59.623
1595;Экономика качества, стандартизации и сертификации;2012-05-14 15:06:50.530
1243;Экономика машиностроительного производства;2012-05-14 15:04:59.640
1198;Экономика недвижимости;2012-05-14 15:00:02.827
1244;Экономика организации (предприятия);2012-05-14 15:04:59.640
1485;Экономика отраслевых рынков;2012-05-14 15:05:12.937
1922;Экономика отраслей народного хозяйства;2013-12-20 13:36:15.010
1206;Экономика отрасли;2012-05-14 15:00:02.937
1241;Экономика предприятия;2012-05-14 15:04:59.623
1948;Экономика программного обеспечения;2014-05-23 15:01:42.300
1551;Экономика производства;2012-05-14 15:05:53.123
1924;Экономика стандартизации, сертификации и качества;2013-12-20 13:53:22.807
1925;Экономика стандартизации, сертификации, управления качеством;2013-12-20 13:54:01.353
1637;Экономика труда;2012-05-14 15:10:47.950
1242;Экономика химического предприятия;2012-05-14 15:04:59.623
1522;Экономика химической отрасли;2012-05-14 15:05:18.093
1730;Экономико-математические методы;2013-01-17 12:30:40.010
1220;Экономико-математические методы и модели;2012-05-14 15:04:59.357
1199;Экономическая оценка инвестиций;2012-05-14 15:00:02.840
1792;Экономическая социология;2013-04-06 13:19:10.177
1225;Экономическая теория;2012-05-14 15:04:59.390
1386;Экономическая теория (макроэкономика);2012-05-14 15:05:05.153
1926;Экономические обоснования научных решений;2013-12-20 14:04:44.073
1927;Экономический анализ;2013-12-20 14:05:22.057
1622;Экономический анализ и управление производством;2012-05-14 15:08:53.467
1564;Экономическое развитие;2012-05-14 15:06:10.437
1590;Экспертные системы;2012-05-14 15:06:49.717
1413;Эксплуатационные материалы ;2012-05-14 15:05:06.170
1407;Эксплуатация КИП и оборудование систем управления;2012-05-14 15:05:06.030
1415;Электромеханические системы;2012-05-14 15:05:06.250
1367;Электроника;2012-05-14 15:05:04.500
1369;Электроника и электромеханические системы;2012-05-14 15:05:04.500
1568;Электроника и электрооборудование транспортных и транспортно-технологических машин;2012-05-14 15:06:14.530
1721;Электротехника;2013-01-10 12:36:04.543
1687;Электротехника и промышленная электроника;2012-12-14 11:54:51.947
1365;Электротехника и электроника;2012-05-14 15:05:04.483
1613;Электрохимические и электрофизические методы обработки;2012-05-14 15:07:24.857
1803;Явления переноса импульса и энергии в ХТ;2013-04-09 15:33:27.043
